title,director,actors,country,release_year,rating,duration,year_added,month_added,day_added,genres,budget,color
Forks Over Knives,Lee Fulkerson,65,United,2011,60,96,2019,10,3,Documentaries,32000000,Color
Fortune Feimster: Sweet & Salty,Krysia Plonka,98,United,2020,80,61,2020,1,21,Stand-Up,32000000,Color
Four Christmases,Seth Gordon,69,Germany,2008,80,88,2021,1,1,Comedies,32000000, Black and White
Four Sisters and a Wedding,Cathy Garcia-Molina,80,Philippines,2013,100,125,2019,2,27,Comedies,32000000,Color
Four Weddings and a Funeral,Mike Newell,84,United,1994,80,118,2019,8,1,Classic,31500000,Color
Fracture,Gregory Hoblit,63,United,2007,100,113,2019,4,1,Dramas,32000000,Color
Fractured,Brad Anderson,72,United,2019,80,100,2019,10,11,Thrillers,6500000,Color
Franca: Chaos and Creation,Francesco Carrozzini,64,United,2016,80,79,2017,10,1,Documentaries,31500000,Color
Frances Ha,Noah Baumbach,94,United,2012,0,86,2017,10,1,Comedies,31000000,Color
Francesco De Carlo: Cose di Questo Mondo,,71,Italy,2019,80,61,2019,4,12,Stand-Up,31000000,Color
Franco Escamilla: Bienvenido al mundo,Ulises Valencia,77,Mexico,2019,60,54,2019,4,17,Stand-Up,34000000,Color
Franco Escamilla: Por la anécdota,Ulises Valencia,73,Mexico,2018,80,66,2018,6,8,Stand-Up,25000000,Color
Frank & Lola,Matthew Ross,79,United,2016,100,87,2020,3,1,Dramas,31000000,Color
Frank and Cindy,G.J. Echternkamp,97,United,2007,100,70,2016,4,1,Documentaries,31000000,Color
"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,88,United,2019,80,32,2019,7,16,Comedies,31000000,Color
Frat Star,"Grant S. Johnson, Ippsie Jones",61,United,2017,100,85,2017,4,10,Comedies,144000000,Color
Freak Show,Trudie Styler,63,United,2018,60,91,2020,8,13,Comedies,31000000,Color
Freaks,"Adam B. Stein, Zach Lipovsky",60,United,2018,60,105,2020,3,3,Independent,30250000,Color
Freaks – You're One of Us,Felix Binder,96,Germany,2020,80,93,2020,9,2,Dramas,45000000, Black and White
Fred Armisen: Standup For Drummers,Lance Bangs,92,,2018,80,65,2018,2,6,Music,34200000,Color
Fred Claus,David Dobkin,84,United,2007,80,115,2021,1,1,Children,30000000,Color
Free Fire,Ben Wheatley,86,United,2016,80,91,2019,10,21,Action,30000000,Color
Free Rein: The Twelve Neighs of Christmas,Marek Losey,77,,2018,80,58,2018,12,7,Children,25000000,Color
Free Rein: Valentine's Day,,87,United,2019,80,51,2019,2,1,Children,30000000,Color
Free State of Jones,Gary Ross,82,United,2016,100,139,2020,10,1,Action,31000000,Color
Free Willy,Simon Wincer,67,United,1993,40,112,2020,1,1,Children,30000000,Color
Freedom at Midnight,Tinu Pappachan,77,,2018,80,135,2018,10,1,Dramas,30000000,Color
Freej Al Taibeen,Ahmed Zain,73,United,2018,60,99,2020,5,29,Comedies,30000000,Color
Freeway: Crack in the System,Marc Levin,63,United,2015,20,103,2017,12,15,Documentaries,20000000, Black and White
Freezer's Campaign,Sameh Abdulaziz,72,Egypt,2016,80,116,2019,6,6,Comedies,38000000,Color
French Dirty,"Wade Allain-Marcus, Jesse Allain-Marcus",75,United,2015,100,72,2016,2,4,Dramas,30000000,Color
French Toast,"Paul Krüger, Anél Stolp",75,South,2015,80,86,2020,2,12,Comedies,37000000,Color
Freshman Year,Jude Okwudiafor Johnson,61,United,2019,75,104,2020,3,3,Dramas,26000000,Color
Friday the 13th,Marcus Nispel,69,United,2009,60,97,2020,1,1,Horror,33000000,Color
Friend Request,Simon Verhoeven,93,Germany,2016,100,92,2018,4,18,Horror,30000000,Color
Friendship,Raj Khosla,84,India,1980,100,161,2020,4,1,Action,30000000,Color
From A to B,Ali F. Mostafa,83,United,2014,80,104,2020,6,11,Comedies,25000000,Color
From Japan to Egypt,Mahmoud Karim,65,Egypt,2017,80,93,2019,6,6,Children,30000000,Color
From One Second to the Next,Werner Herzog,78,United,2013,100,35,2014,4,15,Documentaries,30000000,Color
From Paris with Love,Pierre Morel,99,France,2010,100,93,2020,9,8,Action,29000000,Color
Froning: The Fittest Man in History,Heber Cannon,65,United,2016,80,99,2018,7,15,Documentaries,30000000,Color
Fronteras,Andrew Dean,77,United,2018,80,106,2020,2,9,Dramas,30000000,Color
Frozen Planet: On Thin Ice,,65,United,2011,60,47,2016,1,28,Movies,30000000,Color
Frozen Planet: The Epic Journey,,61,United,2011,80,52,2016,1,28,Movies,30000000,Color
Frozen River,Courtney Hunt,89,United,2008,60,97,2019,7,1,Dramas,30000000,Color
Fruitvale Station,Ryan Coogler,81,United,2013,80,85,2020,11,12,Dramas,25000000,Color
Fukrey,Mrighdeep Singh Lamba,88,India,2013,100,135,2019,12,15,Action,30000000,Color
Fukrey Boyzzz: Space Mein Fukrapanti,Avinash Walzade,65,India,2020,80,75,2020,11,13,Children,35000000,Color
Full Count,Robert Eagar,95,United,2019,100,110,2020,2,23,Children,30000000,Color
Full Out,Sean Cisterna,99,Canada,2015,80,88,2016,9,1,Children,30000000,Color
Full Out 2: You Got This!,Jeff Deverett,79,United,2020,100,91,2021,1,1,Children,30000000,Color
FullMetal Alchemist,Fumihiko Sori,97,Japan,2017,80,134,2018,2,19,Action,30000000,Color
Fun Mom Dinner,Alethea Jones,69,United,2017,100,82,2017,12,31,Comedies,30000000,Color
Funan,Denis Do,61,France,2018,80,87,2020,7,18,Dramas,,Color
Functional Fitness,Bob Rose,69,United,2016,60,106,2018,1,1,Documentaries,45000000,Color
Funny Boy,Deepa Mehta,90,Canada,2020,80,109,2020,12,10,Dramas,30000000,Color
Furie,Le Van Kiet,80,Vietnam,2019,80,97,2019,9,25,Action,30000000,Color
Furthest Witness,Adam Del Giudice,90,United,2017,80,88,2019,4,24,Dramas,30000000,Color
FYRE: The Greatest Party That Never Happened,Chris Smith,88,United,2019,100,98,2019,1,18,Documentaries,19000000,Color
İstanbul Kırmızısı,Ferzan Özpetek,87,Italy,2017,100,110,2020,4,28,Dramas,37000000,Color
G-Force,Hoyt Yeatman,81,United,2009,20,88,2019,3,15,Children,17000000,Color
G.O.R.A,Ömer Faruk Sorak,67,Turkey,2004,80,123,2017,3,10,Action,42000000,Color
Görümce,Kıvanç Baruönü,97,Turkey,2016,100,104,2020,4,28,Comedies,30000000,Color
Gabbar Is Back,Krish,82,India,2015,60,128,2020,7,5,Action,55000000,Color
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Manny Rodriguez,62,,2019,80,91,2019,1,29,Stand-Up,27800000,Color
Gabriel and the Mountain,Fellipe Barbosa,90,Brazil,2017,80,132,2018,11,9,Dramas,30000000,Color
Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,Manny Rodriguez,81,United,2016,80,88,2016,12,20,Stand-Up,30000000,Color
Gad Elmaleh: American Dream,Michael Simon,98,United,2018,80,58,2018,3,6,Stand-Up,30000000,Color
Gad Gone Wild,Mario Rouleau,80,France,2017,100,57,2017,1,23,Stand-Up,30000000,Color
Gaddar: the Traitor,Amitoj Mann,82,India,2015,0,126,2018,11,1,Dramas,30000000,Color
Gaga: Five Foot Two,Chris Moukarbel,85,United,2017,60,101,2017,9,22,Documentaries,,Color
Gagarin: First in Space,Pavel Parkhomenko,76,Russia,2013,100,108,2017,9,15,Dramas,30000000,Color
Galih dan Ratna,Lucky Kuswandi,64,Indonesia,2017,80,111,2018,9,15,Dramas,30000000,Color
Game,Abhinay Deo,60,India,2011,80,135,2019,12,15,International,30000000,Color
Game Over,Ahmed Al-Badry,73,Egypt,2012,40,96,2020,5,19,Comedies,,Color
Game Over (Hindi Version),Ashwin Saravanan,91,,2019,100,98,2019,8,21,Horror,40000000,Color
Game Over (Tamil Version),Ashwin Saravanan,85,India,2019,60,98,2019,8,21,Horror,,Color
Game Over (Telugu Version),Ashwin Saravanan,71,,2019,60,98,2019,8,21,Horror,30000000,Color
"Game Over, Man!",Kyle Newacheck,84,United,2018,100,102,2018,3,23,Action,30000000,Color
Gang of the Caribbean,Jean-Claude Flamand-Barny,95,France,2016,80,86,2020,1,31,Dramas,30000000,Color
Gangaajal,Prakash Jha,77,India,2003,60,148,2021,1,8,Dramas,25000000,Color
Gangs of New York,Martin Scorsese,87,United,2002,80,167,2019,8,20,Dramas,30000000,Color
GANTZ:O,"Keiichi Sato, Yasushi Kawamura",84,Japan,2016,95,96,2017,2,18,Action,30000000,Color
Garbage,Qaushiq Mukherjee,68,India,2018,80,109,2018,9,1,Dramas,30000000,Color
Gardeners of Eden,"Austin Peck, Anneliese Vandenberg",89,Kenya,2014,50,70,2020,2,6,Documentaries,38000000,Color
Garfield Gets Real,"Mark A.Z. Dippé, Kyung Ho Lee",74,United,2007,100,78,2020,1,1,Children,32000000,Color
Garfield's Fun Fest,"Mark A.Z. Dippé, Eondeok Han",73,United,2008,80,79,2020,1,1,Children,30000000,Color
Garfield's Pet Force,Mark A.Z. Dippé,79,South,2009,100,78,2020,1,1,Children,30000000,Color
Garfunkel and Oates: Trying to be Special,"Riki Lindhome, Jeremy Konner",79,United,2016,55,62,2016,12,23,Music,30000000,Color
Garuda Di Dadaku,Ifa Isfansyah,72,Indonesia,2009,80,96,2018,10,9,Children,27000000,Color
Garuda in My Heart 2,Rudy Soedjarwo,92,Indonesia,2011,60,95,2018,11,30,Children,25000000,Color
Gatao 2: Rise of the King,Yen Cheng-kuo,69,Taiwan,2018,100,126,2019,5,9,Action,30000000,Color
Gbomo Gbomo Express,Walter Taylaur,88,Nigeria,2015,80,97,2020,2,26,Dramas,,Color
Gehenna: Where Death Lives,Hiroshi Katagiri,80,Japan,2016,80,107,2018,12,10,Horror,30000000,Color
Gelo,Manbhavan Singh,60,India,2016,100,118,2017,12,15,Dramas,30000000,Color
Gemini,P.K. Baaburaaj,62,India,2018,80,130,2018,7,1,Dramas,30000000,Color
GEN HOSHINO STADIUM TOUR “POP VIRUS”,Naoto Amazutsumi,63,,2019,100,154,2019,10,10,International,30000000,Color
Gender Revolution: A Journey with Katie Couric,,90,United,2017,80,90,2018,2,1,Documentaries,,Color
Generation Iron 2,Vlad Yudin,99,United,2017,80,107,2017,10,1,Documentaries,30000000,Color
Generation Iron 3,Vlad Yudin,64,United,2018,80,95,2019,4,15,Documentaries,45000000,Color
Genius,Suseenthiran,98,India,2018,80,96,2019,2,17,Dramas,30000000,Color
George Lopez: We'll Do It For Half,Troy Miller,83,United,2020,60,52,2020,6,30,Stand-Up,30000000,Color
George of the Jungle 2,David Grossman,75,United,2003,100,87,2016,12,20,Children,,Color
Gerald's Game,Mike Flanagan,75,United,2017,80,103,2017,9,29,Horror,30000000,Color
Get Him to the Greek,Nicholas Stoller,71,United,2010,100,109,2020,1,16,Comedies,19000000,Color
Get In,Olivier Abbou,63,France,2019,60,98,2020,5,1,International,30000000,Color
Get Me Roger Stone,"Dylan Bank, Daniel DiMauro, Morgan Pehme",81,United,2017,100,101,2017,5,12,Documentaries,30000000,Color
Get Santa,Christopher Smith,63,United,2014,40,103,2014,12,12,Children,30000000,Color
Get Smart,Peter Segal,64,United,2008,80,110,2019,4,1,Action,30000000,Color
Getaway Plan,Iñaki Dorronsoro,79,Spain,2016,80,104,2017,11,1,International,30000000,Color
Getting Played,David Silberg,80,United,2005,100,85,2019,11,1,Comedies,30000000,Color
Ghadi,Amin Dora,66,Lebanon,2013,100,101,2020,10,19,Comedies,30000000,Color
Ghanchakkar,Raj Kumar Gupta,64,India,2013,60,129,2018,11,1,Comedies,35000000,Color
Ghayal,Rajkumar Santoshi,85,India,1990,100,163,2019,12,31,Action,30000000,Color
Ghost House,Rich Ragsdale,66,Thailand,2017,100,100,2017,12,31,Horror,30000000,Color
Ghost of the Mountains,Ben Wallis,92,United,2017,60,78,2017,9,13,Documentaries,35000000,Color
Ghost Pain,"Kazuchika Kise, Masahiko Murata",88,Japan,2013,60,58,2019,2,24,Action,30000000,Color
Ghost Patrol,Karen J. Lloyd,92,Canada,2016,80,47,2017,10,1,Children,20000000,Color
Ghost Rider,Mark Steven Johnson,74,United,2007,60,110,2020,10,1,Action,30000000,Color
Ghost Stories,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",88,India,2020,80,145,2020,1,1,Horror,25000000,Color
Ghost Tears,Kazuchika Kise,85,Japan,2014,100,58,2019,2,24,Action,30000000,Color
Ghost Whispers,Kazuchika Kise,77,Japan,2013,80,56,2019,2,24,Action,30000000,Color
Ghosts of Sugar Land,Bassam Tariq,90,United,2019,80,22,2019,10,16,Documentaries,30000000,Color
Ghosts of War,Eric Bress,67,United,2020,80,95,2020,11,25,Horror,35000000,Color
Ghulam-E-Musthafa,Partho Ghosh,98,India,1997,40,161,2019,12,31,Action,40000000,Color
Gie,Riri Riza,69,Indonesia,2005,80,141,2018,9,15,Dramas,26000000,Color
Gigi,"Vincente Minnelli, Charles Walters",76,United,1958,100,115,2019,11,1,Classic,35000000,Color
Gimme Shelter,Ron Krauss,77,United,2013,100,101,2021,1,1,Dramas,30000000,Color
GIMS: On the Record,Florent Bodin,68,France,2020,80,96,2020,9,17,Documentaries,30000000,Color
Gina Yashere: Laughing to America,Paul M. Green,81,,2013,45,68,2018,12,31,Stand-Up,30000000,Color
Gina Yashere: Skinny B*tch,,60,United,2008,100,58,2018,12,31,Stand-Up,30000000,Color
Ginger & Rosa,Sally Potter,79,United,2012,80,90,2018,7,15,Dramas,30000000,Color
Ginny Weds Sunny,Puneet Khanna,69,India,2020,70,126,2020,10,9,Comedies,30000000,Color
Girl,Lukas Dhont,89,Netherlands,2018,100,106,2019,3,15,Dramas,30000000,Color
Girl on the Third Floor,Travis Stevens,76,United,2019,70,92,2020,2,22,Horror,30000000,Color
"Girl, Boy, Bakla, Tomboy",Wenn V. Deramas,63,Philippines,2013,70,103,2019,2,27,Comedies,45000000,Color
Girl's Revenge,Weica Wang,68,Taiwan,2020,65,82,2020,11,6,Dramas,45000000,Color
Girlfriend's Day,Michael Paul Stephenson,93,United,2017,80,71,2017,2,14,Comedies,25000000,Color
Girls und Panzer der Film,Tsutomu Mizushima,93,Japan,2015,60,121,2019,11,22,Action,23000000,Color
Girls With Balls,Olivier Afonso,99,France,2019,86,77,2019,7,26,Comedies,30000000,Color
Giving Voice,"James D. Stern, Fernando Villena",83,United,2020,20,91,2020,12,11,Documentaries,30000000,Color
GLOW: The Story of the Gorgeous Ladies of Wrestling,Brett Whitcomb,73,United,2012,80,77,2017,3,31,Documentaries,40000000,Color
Gnome Alone,Peter Lepeniotis,97,United,2018,100,86,2018,10,19,Children,,Color
Go Karts,Owen Trevor,66,Australia,2020,100,103,2020,3,13,Children,,Color
Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore",86,United,2020,100,42,2020,5,1,Children,30000000,Color
GO! The Unforgettable Party,Mauro Scandolari,81,Argentina,2019,40,60,2019,11,15,Children,30000000,Color
God Bless the Broken Road,Harold Cronk,95,United,2018,80,111,2019,2,9,Children,18000000,Color
God Knows Where I Am,"Jedd Wider, Todd Wider",94,United,2016,100,103,2018,10,22,Documentaries,30000000,Color
God of War,Gordon Chan,92,China,2017,100,129,2017,12,16,Action,30000000,Color
God's Not Dead,Harold Cronk,80,United,2014,80,113,2020,4,1,Dramas,18000000,Color
God's Not Dead: A Light in Darkness,Michael Mason,94,United,2018,80,106,2018,12,4,Dramas,25000000,Color
God's Own Country,Francis Lee,88,United,2017,100,105,2018,5,1,Dramas,,Color
GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita",97,Japan,2018,100,101,2018,7,18,Action,30000000,Color
GODZILLA The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita",85,Japan,2018,80,91,2019,1,9,Action,60000000,Color
Going for Gold,Clay Glen,60,Australia,2018,80,88,2018,7,15,Children,21000000,Color
Gol Maal,Hrishikesh Mukherjee,62,India,1979,100,137,2019,12,31,Classic,30000000,Color
Golden Time,Takuya Inaba,66,Japan,2013,80,22,2017,11,1,International,18000000,Color
GoldenEye,Martin Campbell,73,United,1995,100,130,2019,12,31,Action,,Color
Goldie,Sam de Jong,83,United,2019,75,89,2020,6,22,Dramas,30000000,Color
Goldstone,Ivan Sen,89,Australia,2016,70,110,2018,12,10,Thrillers,30000000,Color
Gollu Aur Pappu,Kabir Sadanand,89,India,2014,80,112,2020,7,5,Action,,Color
Golmaal Returns,Rohit Shetty,76,India,2008,100,135,2020,9,28,Comedies,30000000,Color
Golmaal: Fun Unlimited,Rohit Shetty,70,India,2006,100,148,2019,12,31,Comedies,24000000,Color
Gone are the Days,Mark Landre Gould,65,United,2018,75,100,2019,1,1,Independent,30000000,Color
Good and Prosperous,Sameh Abdulaziz,76,Egypt,2017,90,101,2019,12,10,Comedies,30000000,Color
Good Burger,Brian Robbins,77,United,1997,100,96,2021,1,1,Children,30000000,Color
Good Game: The Beginning,Umut Aral,92,Turkey,2018,60,115,2020,10,3,Dramas,19000000,Color
Good Hair,Jeff Stilson,66,United,2009,65,96,2021,1,1,Documentaries,29000000,Color
Good Kids,Chris McCoy,98,United,2016,75,90,2017,1,19,Comedies,28000000,Color
Good Kill,Andrew Niccol,72,United,2014,85,103,2017,4,2,Dramas,,Color
Good Kisser,Wendy Jo Carlton,63,United,2019,100,75,2020,8,20,Comedies,30000000,Color
Good Luck,Tarek Abdel Moaty,69,Egypt,2012,50,99,2019,6,21,Dramas,29000000,Color
Good Luck Chuck,Mark Helfrich,81,United,2007,75,99,2019,10,1,Comedies,35000000,Color
"Good Night, and Good Luck",George Clooney,73,United,2005,100,93,2019,6,2,Dramas,29000000,Color
Good People,Henrik Ruben Genz,65,United,2014,65,90,2017,9,8,Action,29000000,Color
Good Sam,Kate Melville,65,United,2019,75,90,2019,5,16,Children,29000000,Color
Good Time,"Benny Safdie, Josh Safdie",81,United,2017,70,101,2020,2,11,Dramas,29000000,Color
GoodFellas,Martin Scorsese,83,United,1990,80,145,2021,1,1,Classic,28000000, Black and White
Gook,Justin Chon,94,United,2017,100,95,2018,3,6,Dramas,12000000,Color
Goon,Michael Dowse,71,United,2011,80,92,2017,8,15,Comedies,29000000,Color
Goon: Last of the Enforcers,Jay Baruchel,93,Canada,2016,70,102,2017,12,30,Comedies,28000000,Color
Goosebumps 2: Haunted Halloween,Ari Sandel,92,United,2018,100,90,2019,4,25,Children,28000000,Color
Gori Tere Pyaar Mein,Punit Malhotra,67,India,2013,86,144,2020,4,1,Comedies,28000000,Color
Gosford Park,Robert Altman,98,United,2001,100,137,2019,11,1,Comedies,24000000,Color
Gothika,Mathieu Kassovitz,84,United,2003,70,98,2021,1,1,Horror,60000000,Color
Gour Hari Dastaan: The Freedom File,Ananth Narayan Mahadevan,63,India,2015,85,109,2017,10,15,Dramas,29000000,Color
Goyo: The Boy General,Jerrold Tarog,79,Philippines,2018,70,150,2019,1,26,Dramas,29000000,Color
Gran Torino,Clint Eastwood,68,Germany,2008,75,117,2020,10,1,Dramas,28000000,Color
Grand Masti,Indra Kumar,67,India,2013,100,93,2018,3,1,Comedies,28000000,Color
Grand-Daddy Day Care,Ron Oliver,84,United,2019,95,96,2019,12,25,Children,28000000,Color
Grandmaster,B. Unnikrishnan,75,India,2012,40,133,2018,11,1,International,30000000,Color
Grandmother's Farm,Ahmed Zein,92,United,2014,50,71,2020,5,28,Comedies,28000000,Color
Grandmother's Farm Part 2,Ahmed Zein,86,United,2015,0,80,2020,5,28,Comedies,26000000,Color
Grass,Tanuj Chopra,71,United,2017,60,57,2019,2,14,Comedies,35000000,Color
Grass Is Greener,Fab Five Freddie,60,,2019,100,98,2019,4,20,Documentaries,30000000,Color
Grease,Randal Kleiser,96,United,1978,70,110,2019,11,1,Classic,21000000,Color
Greater,David Hunt,79,United,2016,100,131,2020,3,31,Children,30000000,Color
Green Room,Jeremy Saulnier,88,United,2015,75,95,2018,11,12,Horror,28000000,Color
Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,72,Nigeria,2016,60,102,2018,1,1,Comedies,28000000,Color
Greg Davies: You Magnificent Beast,Peter Orton,98,United,2018,75,66,2018,4,10,Stand-Up,28000000,Color
Grego Rossello: Disculpe las molestias,Juani Libonatti,81,Argentina,2019,90,65,2019,10,31,Stand-Up,27000000,Color
Gridlocked,Allan Ungar,71,Canada,2015,100,114,2016,7,14,Action,28000000,Color
Grillo vs Grillo,,86,Italy,2017,76,96,2017,2,10,Stand-Up,28000000,Color
Gringo: The Dangerous Life of John McAfee,Nanette Burstein,71,United,2016,80,97,2018,4,1,Documentaries,28000000,Color
Grizzlies,Miranda de Pencier,60,Canada,2018,100,106,2020,12,15,Dramas,28000000,Color
Growing Up Coy,Eric Juhola,89,United,2016,100,82,2017,1,6,Documentaries,30000000,Color
Growing Up Wild,Keith Scholey,85,United,2016,86,78,2017,2,19,Children,28000000,Color
Guatemala: Heart of the Mayan World,"Luis Ara, Ignacio Jaunsolo",79,Uruguay,2019,80,67,2019,11,30,Documentaries,28000000,Color
Guest House,Sam Macaroni,80,United,2020,100,84,2020,12,18,Comedies,28000000,Color
Guillermo Vilas: Settling the Score,Matías Gueilburt,98,Argentina,2020,100,95,2020,10,27,Documentaries,28000000,Color
Guilty,Ruchi Narain,67,India,2020,100,120,2020,3,6,Dramas,28000000,Color
Gumrah,Mahesh Bhatt,98,India,1993,90,149,2020,4,1,Action,28000000,Color
Gun City,Dani de la Torre,74,Spain,2018,100,126,2018,10,31,Dramas,28000000,Color
Gun Runners,Anjali Nayar,79,Canada,2015,100,90,2017,2,1,Documentaries,21000000,Color
Guna 369,Arjun Jandyala,87,India,2019,100,143,2019,11,15,Action,28000000,Color
Gunjan Saxena: The Kargil Girl,Sharan Sharma,71,India,2020,70,113,2020,8,12,Action,160000000,Color
Gurgaon,Shanker Raman,98,India,2017,85,106,2018,5,1,Dramas,28000000,Color
Guru,Mani Ratnam,60,India,2007,100,155,2018,3,1,Dramas,28000000,Color
Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,63,United,2015,80,57,2019,7,26,Documentaries,28000000,Color
Guzaarish,Sanjay Leela Bhansali,96,India,2010,100,121,2018,8,2,Dramas,28000000,Color
Héroes,Esteban Vidal,74,Chile,2015,100,91,2018,8,19,Comedies,28000000,Color
Hükümet Kadin,Sermiyan Midyat,93,Turkey,2013,100,100,2017,3,10,Comedies,28000000,Color
Hükümet Kadin 2,Sermiyan Midyat,96,Turkey,2013,85,101,2017,3,10,Comedies,28000000,Color
Haani,Amitoj Mann,98,India,2013,55,137,2018,10,1,Dramas,28000000,Color
Haapus,,69,India,2010,70,138,2018,3,15,Comedies,27000000,Color
Habibie & Ainun,Faozan Rizal,81,Indonesia,2012,100,125,2019,1,28,Dramas,28000000,Color
Hadi İnşallah,Ali Taner Baltacı,65,Turkey,2014,70,95,2018,4,4,Comedies,24000000,Color
Haider,Vishal Bhardwaj,64,India,2014,90,154,2018,8,2,Dramas,28000000,Color
"Hail, Caesar!","Ethan Coen, Joel Coen",64,United,2016,100,106,2020,4,16,Comedies,27500000,Color
Hairspray,Adam Shankman,69,United,2007,100,116,2020,1,1,Children,30000000,Color
Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi",75,United,2018,75,116,2019,3,8,Action,30000000,Color
Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed",73,United,2016,70,97,2017,11,1,Action,35000000,Color
Hakkunde,Oluseyi Asurf,88,Nigeria,2017,85,93,2020,1,31,Comedies,16000000,Color
Half Girlfriend,Mohit Suri,65,India,2017,80,129,2020,1,2,Dramas,15000000,Color
Halkaa,Nila Madhab Panda,64,India,2018,80,111,2018,11,15,Comedies,27500000,Color
HALO Legends,"Shinji Aramaki, Mamoru Oshii, Hideki Futamura, Toshiyuki Kanno, Tomoki Kyoda, Koichi Mashimo, Yasushi Muraki, Daisuke Nishio, Frank O'Connor, Koji Sawai, Joseph Chou, Hiroshi Yamazaki",60,United,2009,80,117,2017,5,1,Action,,Color
Halo: The Fall of Reach,Ian Kirby,77,United,2015,0,65,2016,3,7,Action,30000000,Color
Hamara Dil Aapke Paas Hai,Satish Kaushik,99,India,2000,40,158,2018,3,1,Dramas,27000000,Color
Hamburger Hill,John Irvin,77,United,1987,100,110,2019,11,23,Action,175000000,Color
Hamid,Aijaz Khan,67,India,2018,75,108,2019,5,15,Dramas,27000000,Color
Hamza's Suitcase,Akram Farouk,88,Egypt,2017,85,79,2019,5,2,Comedies,27000000,Color
Handsome Devil,John Butler,64,Ireland,2016,80,95,2017,8,1,Comedies,,Color
Handsome: A Netflix Mystery Movie,Jeff Garlin,97,United,2017,30,81,2017,5,5,Comedies,25000000,Color
Hangman,Johnny Martin,62,United,2017,95,99,2020,5,6,Thrillers,30000000,Color
Hank: Five Years from the Brink,Joe Berlinger,74,United,2013,70,86,2018,8,25,Documentaries,27000000,Color
Hannah Gadsby: Douglas,Madeleine Parry,85,Australia,2020,100,73,2020,5,26,Stand-Up,27000000,Color
Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",64,Australia,2018,100,70,2018,6,19,Stand-Up,27000000,Color
Hannibal Buress: Comedy Camisado,Lance Bangs,78,United,2016,50,68,2016,2,5,Stand-Up,30000000,Color
Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,79,Netherlands,2018,100,86,2017,7,1,Stand-Up,27000000,Color
Hans Zimmer: Live in Prague,Tim Van Someren,82,United,2017,100,138,2018,3,1,International,27000000,Color
Hantu Kak Limah,Mamat Khalid,83,Malaysia,2018,100,110,2019,1,31,Comedies,13500000,Color
Happy Anniversary,Jared Stern,89,United,2018,100,78,2018,3,30,Comedies,, Black and White
Happy as Lazzaro,Alice Rohrwacher,63,Italy,2018,90,127,2018,11,30,Dramas,25000000,Color
Happy Go Lucky,Amarpreet G S Chabbra,68,India,2014,75,129,2018,10,1,Comedies,27000000,Color
Happy Hunting,"Joe Dietsch, Louie Gibson",88,United,2017,75,91,2018,1,1,Horror,27000000,Color
Happy New Year,Farah Khan,95,India,2014,70,179,2017,2,1,Action,27000000,Color
Happy Old Year,Nawapol Thamrongrattanarit,86,Thailand,2019,60,113,2020,3,26,Dramas,27000000,Color
Happy Times,Luis Javier M. Henaine,80,Mexico,2014,70,79,2017,2,8,Comedies,27000000,Color
Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,63,India,2020,10,105,2020,5,2,Dramas,27000000,Color
Haraamkhor,Shlok Sharma,87,India,2015,30,93,2017,2,1,Dramas,28000000,Color
Hard Kill,Matt Eskandari,73,United,2020,70,98,2020,11,23,Action,15000000,Color
Hard Lessons,Eric Laneuville,93,United,1986,15,94,2011,10,1,Dramas,27000000,Color
Hard Tide,"Robert Osman, Nathanael Wiseman",81,United,2015,90,79,2017,9,6,Dramas,25000000,Color
Hardcore Henry,Ilya Naishuller,90,Russia,2015,70,96,2020,8,1,Action,23000000, Black and White
Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,99,United,2018,60,67,2018,5,8,Stand-Up,27000000,Color
Harishchandrachi Factory,Paresh Mokashi,68,India,2009,90,99,2018,10,1,Dramas,26000000,Color
Harith Iskander: I Told You So,Michael McKay,61,United,2018,100,62,2018,1,19,Stand-Up,26000000,Color
Harlem Globetrotters: The Team That Changed the World,,61,,2005,0,55,2019,11,1,Documentaries,26000000,Color
Harold & Kumar Escape from Guantanamo Bay,"Jon Hurwitz, Hayden Schlossberg",60,United,2008,75,101,2019,10,1,Comedies,25000000,Color
Harold & Kumar Go to White Castle,Danny Leiner,72,United,2004,100,88,2020,1,1,Comedies,28000000,Color
Harold and Lillian: A Hollywood Love Story,Daniel Raim,80,United,2015,60,95,2018,11,25,Documentaries,26000000,Color
Harriet the Spy: Blog Wars,Ron Oliver,99,United,2010,95,87,2018,4,15,Children,27000000,Color
